商品编码,品名,监管条件,检验检疫类别,法定单位,政策依据
29163910,邻甲基苯甲酸,,,千克,税委会公告2026年第5号
29163920,布洛芬,,,千克,税委会公告2026年第5号
29163930,2-（3-碘-4-乙基苯基）-2-甲基丙酸,,,千克,税委会公告2026年第5号
29163990,其他,S,,千克,税委会公告2026年第5号
29171110,草酸,,,千克,税委会公告2026年第5号
29171120,草酸钴,4xy,,千克,税委会公告2026年第5号
29171190,其他,,,千克,税委会公告2026年第5号
29171200,己二酸及其盐和酯,A,R,千克,税委会公告2026年第5号
29171310,癸二酸及其盐和酯,,,千克,税委会公告2026年第5号
29171390,其他,,,千克,税委会公告2026年第5号
29171400,马来酐,,,千克,税委会公告2026年第5号
29171900,其他,S,,千克,税委会公告2026年第5号
29172010,四氢苯酐,,,千克,税委会公告2026年第5号
29172090,其他,S,,千克,税委会公告2026年第5号
29173200,邻苯二甲酸二辛酯,,,千克,税委会公告2026年第5号
29173300,邻苯二甲酸二壬酯及邻苯二甲酸二癸酯,,,千克,税委会公告2026年第5号
29173410,邻苯二甲酸二丁酯,S,,千克,税委会公告2026年第5号
29173490,其他,,,千克,税委会公告2026年第5号
29173500,邻苯二甲酸酐,AB,MN,千克,税委会公告2026年第5号
29173611,精对苯二甲酸,,,千克,税委会公告2026年第5号
29173619,其他,,,千克,税委会公告2026年第5号
29173690,其他,,,千克,税委会公告2026年第5号
29173700,对苯二甲酸二甲酯,,,千克,税委会公告2026年第5号
29173910,间苯二甲酸,,,千克,税委会公告2026年第5号
29173990,其他,S,,千克,税委会公告2026年第5号
29181100,乳酸及其盐和酯,AB,MRNS,千克,税委会公告2026年第5号
29181200,酒石酸,AG,R,千克,税委会公告2026年第5号
29181300,酒石酸盐及酒石酸酯,ABG,MRNS,千克,税委会公告2026年第5号
29181400,柠檬酸,4Axy,R,千克,税委会公告2026年第5号
29181500,柠檬酸盐及柠檬酸酯,4Axy,R,千克,税委会公告2026年第5号
29181600,葡糖酸及其盐和酯,,,千克,税委会公告2026年第5号
29181700,2，2-二苯基-2-羟基乙酸（二苯基乙醇酸）,23,,千克,税委会公告2026年第5号
29181800,乙酯杀螨醇（ISO）,S,,千克,税委会公告2026年第5号
29181900,其他,23,,千克,税委会公告2026年第5号
29182110,水杨酸、水杨酸钠,,,千克,税委会公告2026年第5号
29182190,其他,,,千克,税委会公告2026年第5号
29182210,邻乙酰水杨酸（阿司匹林）,,,千克,税委会公告2026年第5号
29182290,其他,,,千克,税委会公告2026年第5号
29182300,水杨酸的其他酯及其盐,,,千克,税委会公告2026年第5号
29182900,其他,A,R,千克,税委会公告2026年第5号
29183000,含醛基或酮基但不含其他含氧基的羧酸及其酸酐、酰卤化物、过氧化物和过氧酸以及它们的衍生物,S,,千克,税委会公告2026年第5号
29189100,2，4，5-涕（ISO）（2，4，5-三氯苯氧基乙酸）及其盐和酯,89,,千克,税委会公告2026年第5号
29189900,其他第八分章非金属无机酸酯及其盐以及它们的卤化、磺化、硝化或亚硝化衍生物,S,,千克,税委会公告2026年第5号
29191000,三（2，3-二溴丙基）磷酸酯,89,,千克,日常维护
29199000,其他,AB,MRNS,千克,日常维护
29201100,对硫磷（ISO）及甲基对硫磷（ISO）,,,千克,税委会公告2026年第5号
29201900,其他,S,,千克,税委会公告2026年第5号
29202100,亚磷酸二甲酯,23,,千克,日常维护
29202200,亚磷酸二乙酯,23,,千克,日常维护
29202300,亚磷酸三甲酯,23AB,MN,千克,日常维护
29202400,亚磷酸三乙酯,23AB,MN,千克,日常维护
29202910,其他亚磷酸酯,,,千克,日常维护
29202990,其他,S,,千克,税委会公告2026年第5号
29203000,硫丹（ISO）,89,,千克,税委会公告2026年第5号
29209000,其他碳酸二苯酯第九分章含氮基化合物,,,千克,税委会公告2026年第5号
29211100,甲胺、二甲胺或三甲胺及其盐,AB,,千克,税委会公告2026年第5号
29211200,2-（N，N-二甲基氨基）氯乙烷盐酸盐,23,,千克,税委会公告2026年第5号
29211300,2-（N，N-二乙基氨基）氯乙烷盐酸盐,23,,千克,税委会公告2026年第5号
29211400,2-（N，N-二异丙基氨基）氯乙烷盐酸盐,23,,千克,税委会公告2026年第5号
29211910,二正丙胺,AB,MN,千克,税委会公告2026年第5号
29211920,异丙胺,,,千克,税委会公告2026年第5号
29211930,N，N-二（2-氯乙基）乙胺,32,,千克,税委会公告2026年第5号
29211940,N，N-二（2-氯乙基）甲胺,32,,千克,税委会公告2026年第5号
29211950,三（2-氯乙基）胺,32,,千克,税委会公告2026年第5号
29211960,二烷（甲、乙、正丙或异丙）氨基乙基-2-氯及其质子化盐,23,,千克,税委会公告2026年第5号
29211990,其他,,,千克,税委会公告2026年第5号
29212110,乙二胺,,,千克,税委会公告2026年第5号
29212190,其他,,,千克,税委会公告2026年第5号
29212210,己二酸己二胺盐（尼龙-66盐）,,,千克,税委会公告2026年第5号
29212290,其他,,,千克,税委会公告2026年第5号
29212900,其他,S,,千克,税委会公告2026年第5号
29213000,环烷单胺或多胺、环烯单胺或多胺、环萜烯单胺或多胺及其衍生物以及它们的盐,I,,千克,税委会公告2026年第5号
29214110,苯胺,AB,MN,千克,税委会公告2026年第5号
29214190,其他,,,千克,税委会公告2026年第5号
29214200,苯胺衍生物及其盐,S,,千克,税委会公告2026年第5号
29214300,甲苯胺及其衍生物以及它们的盐,,,千克,税委会公告2026年第5号
29214400,二苯胺及其衍生物以及它们的盐,,,千克,税委会公告2026年第5号
29214500,1-萘胺（α-萘胺）、2-萘胺（β-萘胺）及其衍生物以及它们的盐,,,千克,税委会公告2026年第5号
29214600,安非他明（INN）、苄非他明（INN）、右苯丙胺（INN）、乙非他明（INN）、芬坎法明（INN）、利非他明（INN）、左苯丙胺（INN）、美芬雷司（INN）、苯丁胺（INN）以及它们的盐,I,,千克,税委会公告2026年第5号
29214910,对异丙基苯胺,,,千克,税委会公告2026年第5号
29214920,二甲基苯胺,,,千克,税委会公告2026年第5号
29214930,2，6-甲基乙基苯胺,,,千克,税委会公告2026年第5号
29214940,2，6-二乙基苯胺,,,千克,税委会公告2026年第5号
29214990,其他盐酸舍曲林,S,,千克,税委会公告2026年第5号
29215110,邻苯二胺,,,千克,税委会公告2026年第5号
29215190,其他,S,,千克,税委会公告2026年第5号
29215900,其他,,,千克,税委会公告2026年第5号
29221100,单乙醇胺及其盐,,,千克,税委会公告2026年第5号
29221200,二乙醇胺及其盐,,,千克,税委会公告2026年第5号
29221400,右丙氧吩（INN）及其盐,I,,千克,税委会公告2026年第5号
29221500,三乙醇胺,23A,R,千克,税委会公告2026年第5号
29221600,全氟辛基磺酸二乙醇铵,89,,千克,税委会公告2026年第5号
29221700,甲基二乙醇胺和乙基二乙醇胺,23,,千克,税委会公告2026年第5号
29221800,2-（N，N-二异丙基氨基）乙醇,23,,千克,税委会公告2026年第5号
29221910,乙胺丁醇,,,千克,税委会公告2026年第5号
29221921,二甲氨基乙醇及其质子化盐,,,千克,税委会公告2026年第5号
29221922,二乙氨基乙醇及其质子化盐,3,,千克,税委会公告2026年第5号
29221929,其他,23,,千克,税委会公告2026年第5号
29221930,乙基二乙醇胺的盐,,,千克,税委会公告2026年第5号
29221940,甲基二乙醇胺的盐,,,千克,税委会公告2026年第5号
29221950,本芴醇,,,千克,税委会公告2026年第5号
29221990,其他,S,,千克,税委会公告2026年第5号
29222100,氨基羟基萘磺酸及其盐,,,千克,税委会公告2026年第5号
29222910,茴香胺、二茴香胺、氨基苯乙醚及其盐,,,千克,税委会公告2026年第5号
29222990,其他,I,,千克,税委会公告2026年第5号
29223100,安非拉酮（INN）、美沙酮（INN）和去甲美沙酮（INN）以及它们的盐,I,,千克,税委会公告2026年第5号
29223910,4-甲基甲卡西酮,I,,千克,税委会公告2026年第5号
29223920,安非他酮及其盐,,,千克,税委会公告2026年第5号
29223990,其他,,,千克,税委会公告2026年第5号
29224110,赖氨酸,AB,MPQ,千克,税委会公告2026年第5号
29224190,其他,AB,MPRQ,千克,税委会公告2026年第5号
29224210,谷氨酸,A,MP,千克,税委会公告2026年第5号
29224220,谷氨酸钠,A,MP,千克,税委会公告2026年第5号
29224290,其他,A,MP,千克,税委会公告2026年第5号
29224310,邻氨基苯甲酸（氨茴酸）,23,,千克,税委会公告2026年第5号
29224390,其他,,,千克,税委会公告2026年第5号
29224400,替利定（INN）及其盐,I,,千克,税委会公告2026年第5号
29224911,氨甲环酸,AB,MRS,千克,税委会公告2026年第5号
29224919,其他,I,,千克,税委会公告2026年第5号
29224991,普鲁卡因及其盐,,,千克,税委会公告2026年第5号
29224999,其他,AB,MRNQ,千克,税委会公告2026年第5号
29225010,对羟基苯甘氨酸及其邓钾盐,A,R,千克,税委会公告2026年第5号
29225020,莱克多巴胺和盐酸莱克多巴胺,L,,千克,税委会公告2026年第5号
29225090,其他抗癌药原料（盐酸米托蒽醌）,I,,千克,税委会公告2026年第5号
29231000,胆碱及其盐,A,R,千克,税委会公告2026年第5号
29232000,卵磷脂及其他磷氨基类脂,A,R,千克,税委会公告2026年第5号
29233000,全氟辛基磺酸四乙基铵,89,,千克,税委会公告2026年第5号
29234000,全氟辛基磺酸二癸基二甲基铵,89,,千克,税委会公告2026年第5号
29239000,其他,S,,千克,税委会公告2026年第5号
29241100,甲丙氨酯（INN）,I,,千克,税委会公告2026年第5号
29241200,氟乙酰胺（ISO）、久效磷（ISO）及磷胺（ISO）,89,,千克,税委会公告2026年第5号
29241910,二甲基甲酰胺,,,千克,税委会公告2026年第5号
29241990,其他,,,千克,税委会公告2026年第5号
29242100,烷基脲及其衍生物以及它们的盐,,,千克,税委会公告2026年第5号
29242300,2-乙酰氨基苯甲酸（N-乙酰邻氨基苯甲酸）及其盐,23,,千克,税委会公告2026年第5号
29242400,炔己蚁胺（INN）,I,,千克,税委会公告2026年第5号
29242500,甲草胺（ISO）,S,,千克,税委会公告2026年第5号
29242910,对乙酰氨基苯乙醚（非那西丁）,Q,,千克,税委会公告2026年第5号
29242920,对乙酰氨基酚（扑热息痛）,Q,,千克,税委会公告2026年第5号
29242930,阿斯巴甜,,,千克,税委会公告2026年第5号
29242990,其他抗癌药原料（氟他胺）,S,,千克,税委会公告2026年第5号
29251100,糖精及其盐,A,R,千克,税委会公告2026年第5号
29251200,格鲁米特（INN）,I,,千克,税委会公告2026年第5号
29251900,其他,I,,千克,税委会公告2026年第5号
29252100,杀虫脒（ISO）,89,,千克,税委会公告2026年第5号
29252900,其他,S,,千克,税委会公告2026年第5号
29261000,丙烯腈,,,千克,税委会公告2026年第5号
29262000,1-氰基胍（双氰胺）,,,千克,税委会公告2026年第5号
29263000,芬普雷司（INN）及其盐；美沙酮（INN）中间体（4-氰基-2-二甲氨基-4，4-二苯基丁烷）,I,,千克,税委会公告2026年第5号
29264000,α-苯基乙酰基乙腈,,,千克,税委会公告2026年第5号
29269010,对氯氰苄,,,千克,税委会公告2026年第5号
29269020,间苯二甲腈,,,千克,税委会公告2026年第5号
29269090,其他己二腈,,,千克,日常维护
29270000,重氮化合物、偶氮化合物及氧化偶氮化合物,S,,千克,税委会公告2026年第5号
29280000,肼（联氨）及胲（羟胺）的有机衍生物,3,,千克,税委会公告2026年第5号
29291010,2，4-和2，6-甲苯二异氰酸酯混合物（甲苯二异氰酸酯TDI）,AB,MN,千克,税委会公告2026年第5号
29291020,二甲苯二异氰酸酯（TODI）,,,千克,税委会公告2026年第5号
29291030,二苯基甲烷二异氰酸酯（纯MDI）,,,千克,税委会公告2026年第5号
29291040,六亚甲基二异氰酸酯,,,千克,税委会公告2026年第5号
29291090,其他,,,千克,税委会公告2026年第5号
29299010,环已基氨基磺酸钠（甜蜜素）,A,R,千克,税委会公告2026年第5号
29299020,二烷（甲、乙、正丙或异丙）氨基膦酰二卤,23,,千克,日常维护
29299030,二烷（甲、乙、正丙或异丙）氨基膦酸二烷（甲、乙、正丙或异丙）酯,23,,千克,日常维护
29299090,其他第十分章有机—无机化合物、杂环化合物、核酸及其盐以及磺（酰）胺,S,,千克,税委会公告2026年第5号
29301000,2-（N，N-二甲基氨基）乙硫醇,,,千克,税委会公告2026年第5号
29302000,硫代氨基甲酸盐（或酯）及二硫代氨基甲酸盐,S,,千克,税委会公告2026年第5号
29303000,一硫化二烃氨基硫羰、二硫化二烃氨基硫羰及四硫化二烃氨基硫羰,S,,千克,税委会公告2026年第5号
29304000,甲硫氨酸（蛋氨酸）,A,MP,千克,税委会公告2026年第5号
29306000,2-（N，N-二乙基氨基）乙硫醇,23,,千克,税委会公告2026年第5号
29307000,二（2-羟乙基）硫醚［硫二甘醇（INN）］,23,,千克,税委会公告2026年第5号
29308000,涕灭威（ISO）、敌菌丹（ISO）及甲胺磷（ISO）,,,千克,税委会公告2026年第5号
29309010,双巯丙氨酸（胱氨酸）,A,MP,千克,税委会公告2026年第5号
29309020,二硫代碳酸酯（或盐）［黄原酸酯（或盐）］,,,千克,税委会公告2026年第5号
29309030,乙酰甲胺磷,S,,千克,日常维护
29309090,其他抗癌药原料（比卡鲁胺）罕见病药原料（青霉胺）,A,MP,千克,税委会公告2026年第5号
29311000,四甲基铅及四乙基铅,ABX,MN,千克,税委会公告2026年第5号
29312000,三丁基锡化合物,X,,千克,税委会公告2026年第5号
29314100,甲基膦酸二甲酯,23,,千克,日常维护
29314200,丙基膦酸二甲酯,AB,MRNS,千克,日常维护
29314300,乙基膦酸二乙酯,23,,千克,日常维护
29314400,甲基膦酸,23,,千克,日常维护
29314500,甲基膦酸和脒基尿素（1:1）生成的盐,23AB,MRNS,千克,日常维护
29314600,1-丙基磷酸环酐,23AB,MRNS,千克,日常维护
29314700,（5-乙基-2-甲基-2-氧代-1，3，2-二氧磷杂环己-5-基）甲基膦酸二甲酯,23,,千克,日常维护
29314800,3，9-二甲基-2，4，8，10-四氧杂-3，9-二磷杂螺[5，5]十一烷-3，9二氧化物,AB23,MRNS,千克,日常维护
29314910,双甘膦,AB,RS,千克,税委会公告2026年第5号
29314990,其他,23,,千克,日常维护
29315100,甲基膦酰二氯,23,,千克,日常维护
29315200,丙基膦酰二氯,AB,MRNS,千克,日常维护
29315300,O-（3-氯丙基）O-[4-硝基-3-（三氟甲基）苯基]甲基硫代膦酸酯,AB,MRNS,千克,日常维护
29315400,敌百虫（ISO）,S,,千克,日常维护
29315900,其他,AB,MRNS,千克,日常维护
29319000,其他,AB,MRNS,千克,税委会公告2026年第5号
29321100,四氢呋喃,AB,MN,千克,税委会公告2026年第5号
29321200,2-糠醛,B,N,千克,税委会公告2026年第5号
29321300,糠醇及四氢糠醇,,,千克,税委会公告2026年第5号
29321400,三氯蔗糖,,,千克,税委会公告2026年第5号
29321900,其他恩格列净,,,千克,税委会公告2026年第5号
29322010,香豆素、甲基香豆素及乙基香豆素,,,千克,税委会公告2026年第5号
29322090,其他内酯,S,,千克,税委会公告2026年第5号
29329100,4-丙烯基-1，2-亚甲二氧基苯（异黄樟脑）,23,,千克,税委会公告2026年第5号
29329200,1-（1，3-苯并二噁茂-5-基）丙烷-2-酮,23,,千克,税委会公告2026年第5号
29329300,3，4-亚甲二氧基苯甲醛（胡椒醛）,23,,千克,税委会公告2026年第5号
29329400,4-烯丙基-1，2-亚甲二氧基苯（黄樟脑）,23,,千克,税委会公告2026年第5号
29329500,四氢大麻酚（所有的异构体）,I,,千克,税委会公告2026年第5号
29329600,克百威（ISO）,S,,千克,税委会公告2026年第5号
29329910,7-羟基苯并呋喃（呋喃酚）,,,千克,税委会公告2026年第5号
29329920,2，2'-双甲氧羰基-4，4'-双甲氧基-5，5'，6，6'-双亚甲二氧基联苯（联苯双酯）,,,千克,税委会公告2026年第5号
29329930,蒿甲醚,,,千克,税委会公告2026年第5号
29329990,其他贝前列素钠抗癌药原料（多西他赛、紫杉醇）阿卡波糖水合物抗癌药原料(淫羊藿素),S,,千克,税委会公告2026年第5号
