商品编码,品名,序号,要素名,真实示例值,在目录要素内
33043000,指（趾）甲化妆品,2,包装规格,100克/盒,是
33043000,指（趾）甲化妆品,3,品牌（中文或外文名称）,中文：××,是
33043000,指（趾）甲化妆品,4,GTIN码,英文：××,是
33049100,粉，不论是否压紧,1,用途,用于眼部的美容修饰,是
33049100,粉，不论是否压紧,2,包装规格,100克/盒,是
33049100,粉，不论是否压紧,3,品牌（中文或外文名称）,中文：××,是
33049100,粉，不论是否压紧,4,GTIN码,英文：××,是
33049900,其他,1,用途,用于眼部的美容修饰,是
33049900,其他,2,包装规格,100克/盒,是
33049900,其他,3,品牌（中文或外文名称）,中文：××,是
33049900,其他,4,GTIN码,英文：××,是
33052000,烫发剂,1,用途,头发定型用,是
33052000,烫发剂,2,包装规格,150克/盒,是
33052000,烫发剂,3,品牌（中文或外文名称）,中文：××,是
33052000,烫发剂,4,型号（货号）,英文：××,是
33052000,烫发剂,5,GTIN码,型号：××,是
33053000,定型剂,1,用途,头发定型用,是
33053000,定型剂,2,包装规格,150克/盒,是
33053000,定型剂,3,品牌（中文或外文名称）,中文：××,是
33053000,定型剂,4,型号（货号）,英文：××,是
33053000,定型剂,5,GTIN码,型号：××,是
33059000,其他,1,用途,头发定型用,是
33059000,其他,2,包装规格,150克/盒,是
33059000,其他,3,品牌（中文或外文名称）,中文：××,是
33059000,其他,4,型号（货号）,英文：××,是
33059000,其他,5,GTIN码,型号：××,是
33061010,牙膏,1,包装规格,包装：纸盒装，450克×20支/盒,是
33061010,牙膏,2,品牌（中文或外文名称）,中文：××,是
33061010,牙膏,3,型号（货号）,英文：××,是
33061090,其他,1,包装规格,包装：纸盒装，450克×20支/盒,是
33061090,其他,2,品牌（中文或外文名称）,中文：××,是
33061090,其他,3,型号（货号）,英文：××,是
33062000,清洁牙缝用的纱线（牙线）,1,包装规格,包装：纸盒装，450克×20支/盒,是
33062000,清洁牙缝用的纱线（牙线）,2,品牌（中文或外文名称）,中文：××,是
33062000,清洁牙缝用的纱线（牙线）,3,型号（货号）,英文：××,是
33069010,漱口剂,1,包装规格,包装：纸盒装，450克×20支/盒,是
33069010,漱口剂,2,品牌（中文或外文名称）,中文：××,是
33069010,漱口剂,3,型号（货号）,英文：××,是
33069090,其他,1,包装规格,包装：纸盒装，450克×20支/盒,是
33069090,其他,2,品牌（中文或外文名称）,中文：××,是
33069090,其他,3,型号（货号）,英文：××,是
33071000,剃须用制剂,1,用途,剃须用,是
33071000,剃须用制剂,2,包装规格,100毫升/瓶,是
33071000,剃须用制剂,3,品牌（中文或外文名称）,中文：××,是
33071000,剃须用制剂,4,型号（货号）,英文：××,是
33072000,人体除臭剂及止汗剂,1,用途,剃须用,是
33072000,人体除臭剂及止汗剂,2,包装规格,100毫升/瓶,是
33072000,人体除臭剂及止汗剂,3,品牌（中文或外文名称）,中文：××,是
33072000,人体除臭剂及止汗剂,4,型号（货号）,英文：××,是
33073000,香浴盐及其他泡澡用制剂,1,用途,剃须用,是
33073000,香浴盐及其他泡澡用制剂,2,包装规格,100毫升/瓶,是
33073000,香浴盐及其他泡澡用制剂,3,品牌（中文或外文名称）,中文：××,是
33073000,香浴盐及其他泡澡用制剂,4,型号（货号）,英文：××,是
33074100,神香及其他通过燃烧散发香气的制品,1,用途,剃须用,是
33074100,神香及其他通过燃烧散发香气的制品,2,包装规格,100毫升/瓶,是
33074100,神香及其他通过燃烧散发香气的制品,3,品牌（中文或外文名称）,中文：××,是
33074100,神香及其他通过燃烧散发香气的制品,4,型号（货号）,英文：××,是
33074900,其他,1,用途,剃须用,是
33074900,其他,2,包装规格,100毫升/瓶,是
33074900,其他,3,品牌（中文或外文名称）,中文：××,是
33074900,其他,4,型号（货号）,英文：××,是
33079000,其他,1,用途,剃须用,是
33079000,其他,2,包装规格,100毫升/瓶,是
33079000,其他,3,品牌（中文或外文名称）,中文：××,是
33079000,其他,4,型号（货号）,英文：××,是
34011100,盥洗用（包括含有药物的产品）,1,成分含量,水20.25%，油酸钠15.80%，月桂酸钠12.6%，蔗糖11.5%，棕榈酸钠9%，甘油8%，肉豆蔻酸钠7.9%，硬酯酸钠6.3%，其他8.65%,是
34011100,盥洗用（包括含有药物的产品）,2,外观,方形块状,是
34011100,盥洗用（包括含有药物的产品）,3,包装规格,120克×10块/盒,是
34011100,盥洗用（包括含有药物的产品）,4,品牌（中文或外文名称）,中文：××,是
34011100,盥洗用（包括含有药物的产品）,5,型号,英文：××,是
34011910,洗衣皂,1,成分含量,脂肪酸钠67%，乙醇不溶物25%，硅酸钠8%,是
34011910,洗衣皂,2,外观,块状,是
34011910,洗衣皂,3,包装规格,100克×10块/盒,是
34011910,洗衣皂,4,品牌（中文或外文名称）,中文：××,是
34011910,洗衣皂,5,型号,英文：××,是
34011990,其他,1,成分含量,"浸渍液成分72.97%,载体27.03%",是
34011990,其他,2,外观,2包/盒,是
34011990,其他,3,包装规格,"水97.60%,其他2.4%",是
34011990,其他,4,品牌（中文或外文名称）,中文：××,是
34011990,其他,5,型号,英文：××,是
34012000,其他形状的肥皂,1,成分含量,羧酸的钠盐R-CO2Na35%、抗氧化剂10%、发泡剂5%、硬化剂10%、粘稠剂10%、合成界面活性剂20%,是
34012000,其他形状的肥皂,2,外观,块状,是
34012000,其他形状的肥皂,3,包装规格,50克×10块/盒,是
34012000,其他形状的肥皂,4,品牌（中文或外文名称）,中文：××,是
34012000,其他形状的肥皂,5,型号,英文：××,是
34013000,洁肤用的有机表面活性产品及制品，液状或膏状并制成零售包装的，不论是否含有肥皂,1,成分含量,甘油15%、月桂酸15%、棕榈酸12%、硬脂酸8%,是
34013000,洁肤用的有机表面活性产品及制品，液状或膏状并制成零售包装的，不论是否含有肥皂,2,外观,膏状,是
34013000,洁肤用的有机表面活性产品及制品，液状或膏状并制成零售包装的，不论是否含有肥皂,3,包装规格,100毫升/瓶,是
34013000,洁肤用的有机表面活性产品及制品，液状或膏状并制成零售包装的，不论是否含有肥皂,4,品牌（中文或外文名称）,中文：××,是
34013000,洁肤用的有机表面活性产品及制品，液状或膏状并制成零售包装的，不论是否含有肥皂,5,型号,英文：××,是
34031100,处理纺织材料、皮革、毛皮或其他材料的制剂,1,用途,汽车减震器防锈用,是
34031100,处理纺织材料、皮革、毛皮或其他材料的制剂,2,成分含量,树脂清漆，颜料，添加剂，离子交换水，成膜剂，矿物油,是
34031100,处理纺织材料、皮革、毛皮或其他材料的制剂,3,从石油或沥青提取矿物油类的百分比含量,矿物油含量3%,是
34031100,处理纺织材料、皮革、毛皮或其他材料的制剂,4,品牌（中文或外文名称）,16千克/罐,是
34031100,处理纺织材料、皮革、毛皮或其他材料的制剂,5,型号,中文：××,是
34031900,其他,1,用途,汽车减震器防锈用,是
34031900,其他,2,成分含量,树脂清漆，颜料，添加剂，离子交换水，成膜剂，矿物油,是
34031900,其他,3,从石油或沥青提取矿物油类的百分比含量,矿物油含量3%,是
34031900,其他,4,品牌（中文或外文名称）,16千克/罐,是
34031900,其他,5,型号,中文：××,是
34039100,处理纺织材料、皮革、毛皮或其他材料的制剂,1,用途,汽车减震器防锈用,是
34039100,处理纺织材料、皮革、毛皮或其他材料的制剂,2,成分含量,树脂清漆，颜料，添加剂，离子交换水，成膜剂，矿物油,是
34039100,处理纺织材料、皮革、毛皮或其他材料的制剂,3,从石油或沥青提取矿物油类的百分比含量,矿物油含量3%,是
34039100,处理纺织材料、皮革、毛皮或其他材料的制剂,4,品牌（中文或外文名称）,16千克/罐,是
34039100,处理纺织材料、皮革、毛皮或其他材料的制剂,5,型号,中文：××,是
34039900,其他,1,用途,汽车减震器防锈用,是
34039900,其他,2,成分含量,树脂清漆，颜料，添加剂，离子交换水，成膜剂，矿物油,是
34039900,其他,3,从石油或沥青提取矿物油类的百分比含量,矿物油含量3%,是
34039900,其他,4,品牌（中文或外文名称）,16千克/罐,是
34039900,其他,5,型号,中文：××,是
34042000,聚氧乙烯（聚乙二醇）蜡,1,用途,抛光用,是
34042000,聚氧乙烯（聚乙二醇）蜡,2,成分,聚乙烯蜡,是
34042000,聚氧乙烯（聚乙二醇）蜡,3,品牌（中文或外文名称）,中文：××,是
34042000,聚氧乙烯（聚乙二醇）蜡,4,型号,英文：××,是
34051000,鞋靴或皮革用的上光剂及类似制品,1,用途,皮鞋上光用,是
34051000,鞋靴或皮革用的上光剂及类似制品,2,成分,石蜡、光亮剂等,是
34051000,鞋靴或皮革用的上光剂及类似制品,3,品牌（中文或外文名称）,中文：××,是
34051000,鞋靴或皮革用的上光剂及类似制品,4,型号,英文：××,是
34052000,保养木制家具、地板或其他木制品用的上光剂及类似制品,1,用途,皮鞋上光用,是
34052000,保养木制家具、地板或其他木制品用的上光剂及类似制品,2,成分,石蜡、光亮剂等,是
34052000,保养木制家具、地板或其他木制品用的上光剂及类似制品,3,品牌（中文或外文名称）,中文：××,是
34052000,保养木制家具、地板或其他木制品用的上光剂及类似制品,4,型号,英文：××,是
34053000,车身用的上光剂及类似制品，但金属用的光洁剂除外,1,用途,皮鞋上光用,是
34053000,车身用的上光剂及类似制品，但金属用的光洁剂除外,2,成分,石蜡、光亮剂等,是
34053000,车身用的上光剂及类似制品，但金属用的光洁剂除外,3,品牌（中文或外文名称）,中文：××,是
34053000,车身用的上光剂及类似制品，但金属用的光洁剂除外,4,型号,英文：××,是
34054000,擦洗膏、去污粉及类似制品,1,用途,皮鞋上光用,是
34054000,擦洗膏、去污粉及类似制品,2,成分,石蜡、光亮剂等,是
34054000,擦洗膏、去污粉及类似制品,3,品牌（中文或外文名称）,中文：××,是
34054000,擦洗膏、去污粉及类似制品,4,型号,英文：××,是
34059000,其他,1,用途,皮鞋上光用,是
34059000,其他,2,成分,石蜡、光亮剂等,是
34059000,其他,3,品牌（中文或外文名称）,中文：××,是
34059000,其他,4,型号,英文：××,是
34060000,各种蜡烛及类似品,1,成分,石蜡70%，硬脂酸30%,是
34060000,各种蜡烛及类似品,2,品牌（中文或外文名称）,中文：××,是
34070010,牙科用蜡及造型膏,1,用途,塑形用,是
34070010,牙科用蜡及造型膏,2,外观,软泥状,是
34070010,牙科用蜡及造型膏,3,包装规格,罐装,是
34070010,牙科用蜡及造型膏,4,成分含量,碳酸钙60%，石蜡19%，甘油19%，颜料2%,是
34070010,牙科用蜡及造型膏,5,品牌（中文或外文名称）,中文：××,是
34070010,牙科用蜡及造型膏,6,型号,英文：××,是
34070020,以熟石膏为基本成分的牙科用其他制品,1,用途,塑形用,是
34070020,以熟石膏为基本成分的牙科用其他制品,2,外观,软泥状,是
34070020,以熟石膏为基本成分的牙科用其他制品,3,包装规格,罐装,是
34070020,以熟石膏为基本成分的牙科用其他制品,4,成分含量,碳酸钙60%，石蜡19%，甘油19%，颜料2%,是
34070020,以熟石膏为基本成分的牙科用其他制品,5,品牌（中文或外文名称）,中文：××,是
34070020,以熟石膏为基本成分的牙科用其他制品,6,型号,英文：××,是
34070090,其他,1,用途,塑形用,是
34070090,其他,2,外观,软泥状,是
34070090,其他,3,包装规格,罐装,是
34070090,其他,4,成分含量,碳酸钙60%，石蜡19%，甘油19%，颜料2%,是
34070090,其他,5,品牌（中文或外文名称）,中文：××,是
34070090,其他,6,型号,英文：××,是
35011000,酪蛋白,1,包装规格,袋装,是
35011000,酪蛋白,2,品牌（中文或外文名称）,中文：××,是
35011000,酪蛋白,3,型号,英文：××,是
35011000,酪蛋白,4,用途,无型号,是
35019000,其他,1,包装规格,袋装,是
35019000,其他,2,品牌（中文或外文名称）,中文：××,是
35019000,其他,3,型号,英文：××,是
35019000,其他,4,用途,无型号,是
35021100,干的,1,用途,用于食品加工生产,是
35021100,干的,2,外观,乳白色粉末状,是
35021100,干的,3,成分含量,蛋白质78.9%，脂肪5.8%，水分5.5%，灰分5.5%，乳糖4.3%,是
35021900,其他,1,用途,用于食品加工生产,是
35021900,其他,2,外观,乳白色粉末状,是
35021900,其他,3,成分含量,蛋白质78.9%，脂肪5.8%，水分5.5%，灰分5.5%，乳糖4.3%,是
35022000,乳白蛋白，包括两种或两种以上的乳清蛋白浓缩物乳清蛋白粉（按重量计干质成分的乳清蛋白含量超过80%）乳铁蛋白,1,用途,用于食品加工生产,是
35022000,乳白蛋白，包括两种或两种以上的乳清蛋白浓缩物乳清蛋白粉（按重量计干质成分的乳清蛋白含量超过80%）乳铁蛋白,2,外观,乳白色粉末状,是
35022000,乳白蛋白，包括两种或两种以上的乳清蛋白浓缩物乳清蛋白粉（按重量计干质成分的乳清蛋白含量超过80%）乳铁蛋白,3,成分含量,蛋白质78.9%，脂肪5.8%，水分5.5%，灰分5.5%，乳糖4.3%,是
35029000,其他,1,用途,用于食品加工生产,是
35029000,其他,2,外观,乳白色粉末状,是
35029000,其他,3,成分含量,蛋白质78.9%，脂肪5.8%，水分5.5%，灰分5.5%，乳糖4.3%,是
35030090,其他,1,用途,用作工业粘结剂,是
35030090,其他,2,外观,褐色颗粒,是
35030090,其他,3,包装规格,袋装,是
35040010,蛋白胨,1,用途,用作食品添加剂,是
